date,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,ticker,treasury_shares_number,current_capital_lease_obligation,other_current_borrowings,commercial_paper,non_current_deferred_assets,non_current_deferred_taxes_assets,other_investments,investmentin_financial_assets,available_for_sale_securities,other_receivables,minority_interest,preferred_stock,derivative_product_liabilities,construction_in_progress,prepaid_assets,treasury_stock,additional_paid_in_capital,current_accrued_expenses,inventories_adjustments_allowances,other_inventories,investments_in_other_ventures_under_equity_method,receivables_adjustments_allowances,loans_receivable,employee_benefits,current_provisions,interest_payable,other_payable,non_current_prepaid_assets,preferred_securities_outside_stock_equity,financial_assets,trading_securities,assets_held_for_sale_current,dueto_related_parties_current,duefrom_related_parties_current,non_current_accrued_expenses,long_term_provisions,line_of_credit,taxes_receivable,preferred_shares_number,preferred_stock_equity,held_to_maturity_securities,cash_cash_equivalents_and_federal_funds_sold,liabilities_heldfor_sale_non_current,current_deferred_assets,financial_assets_designatedas_fair_value_through_profitor_loss_total,restricted_cash,other_equity_interest,non_current_pension_and_other_postretirement_benefit_plans,dividends_payable,foreign_currency_translation_adjustments,minimum_pension_liabilities,unrealized_gain_loss,non_current_note_receivables,non_current_accounts_receivable,defined_pension_benefit
2021-12-31,1477429.0,1658095.0,26078000000.0,114262000000.0,403838000000.0,620461000000.0,,403838000000.0,,506199000000.0,618110000000.0,514930000000.0,506199000000.0,-4027000000.0,-4027000000.0,534421000000.0,8000000.0,8000000.0,443854000000.0,,,,90243000000.0,,90243000000.0,111911000000.0,,111911000000.0,,,,,2351000000.0,2351000000.0,,46072000000.0,,,,,958784000000.0,,,441733000000.0,16045000000.0,102361000000.0,28486000000.0,73875000000.0,191282000000.0,,,,,,,,,,,,,,,,39565000000.0,36599000000.0,,,146719000000.0,58535000000.0,88184000000.0,,,BRK-B,180666.0,,2351000000.0,,,,,,,3796000000.0,8731000000.0,,,,,59795000000.0,35592000000.0,,,,16045000000.0,-830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,1543960.0,1658096.0,68905000000.0,116895000000.0,339968000000.0,560059000000.0,,339968000000.0,,443164000000.0,556711000000.0,451336000000.0,443164000000.0,-4243000000.0,-4243000000.0,444626000000.0,8000000.0,8000000.0,422393000000.0,,,,74098000000.0,,74098000000.0,113547000000.0,,113547000000.0,,,,,3348000000.0,3348000000.0,,45568000000.0,,,,,873729000000.0,,,409183000000.0,17303000000.0,103196000000.0,29462000000.0,73734000000.0,187017000000.0,,,,,,,,,,,,,,,,35852000000.0,33893000000.0,,,138290000000.0,90300000000.0,47990000000.0,,,BRK-B,114136.0,,3348000000.0,,,,,,,2637000000.0,8172000000.0,,1065000000.0,,,32853000000.0,35626000000.0,,,,17303000000.0,-678000000.0,19201000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,24640000000.0,24640000000.0,2429000000.0,11056000000.0,37436000000.0,52687000000.0,33714000000.0,37436000000.0,1347000000.0,42978000000.0,51437000000.0,42978000000.0,42978000000.0,27000000.0,27000000.0,29817000000.0,2000000.0,2000000.0,22750000000.0,12119000000.0,65000000.0,1441000000.0,1035000000.0,573000000.0,462000000.0,9578000000.0,1119000000.0,8459000000.0,10631000000.0,199000000.0,764000000.0,764000000.0,1478000000.0,1250000000.0,,7775000000.0,2995000000.0,296000000.0,,2699000000.0,65728000000.0,21383000000.0,132000000.0,1546000000.0,,5542000000.0,1112000000.0,4430000000.0,5260000000.0,-3509000000.0,8769000000.0,,1346000000.0,5200000000.0,1816000000.0,218000000.0,0.0,44345000000.0,3080000000.0,,5282000000.0,2058000000.0,1505000000.0,1719000000.0,9999000000.0,9999000000.0,,,25984000000.0,18704000000.0,7280000000.0,,,NVDA,,228000000.0,1250000000.0,,6081000000.0,6081000000.0,1546000000.0,,,,,0.0,,189000000.0,,,13132000000.0,4780000000.0,,,,,,,415000000.0,,,2822000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,24661365720.0,24661365720.0,7564000000.0,12031000000.0,16053000000.0,33054000000.0,16510000000.0,16053000000.0,1078000000.0,22101000000.0,31804000000.0,22101000000.0,22101000000.0,-43000000.0,-43000000.0,10171000000.0,2000000.0,2000000.0,19081000000.0,12518000000.0,63000000.0,1385000000.0,465000000.0,218000000.0,247000000.0,10605000000.0,902000000.0,9703000000.0,6563000000.0,69000000.0,354000000.0,354000000.0,1426000000.0,1250000000.0,,4606000000.0,1660000000.0,467000000.0,,1193000000.0,41182000000.0,18109000000.0,145000000.0,299000000.0,,6048000000.0,1676000000.0,4372000000.0,4845000000.0,-2694000000.0,7539000000.0,,1038000000.0,4303000000.0,1598000000.0,218000000.0,0.0,23073000000.0,791000000.0,,5159000000.0,2263000000.0,466000000.0,2430000000.0,3827000000.0,3827000000.0,,,13296000000.0,9907000000.0,3389000000.0,,,NVDA,,176000000.0,1250000000.0,,3396000000.0,3396000000.0,299000000.0,,,,,0.0,,382000000.0,,,11971000000.0,2946000000.0,,,,,,,108000000.0,,,3376000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,25060000000.0,25060000000.0,8956000000.0,11831000000.0,19924000000.0,37558000000.0,24494000000.0,19924000000.0,885000000.0,26612000000.0,37558000000.0,26612000000.0,26612000000.0,-11000000.0,-11000000.0,16235000000.0,3000000.0,3000000.0,17575000000.0,13240000000.0,49000000.0,1057000000.0,447000000.0,202000000.0,245000000.0,11687000000.0,741000000.0,10946000000.0,4335000000.0,371000000.0,300000000.0,300000000.0,144000000.0,,,3520000000.0,1915000000.0,132000000.0,,1783000000.0,44187000000.0,15358000000.0,66000000.0,266000000.0,,6688000000.0,2339000000.0,4349000000.0,3607000000.0,-1903000000.0,5510000000.0,,829000000.0,2852000000.0,874000000.0,218000000.0,0.0,28829000000.0,366000000.0,,2605000000.0,1122000000.0,692000000.0,791000000.0,4650000000.0,4650000000.0,,,21208000000.0,19218000000.0,1990000000.0,,,NVDA,,144000000.0,,,1222000000.0,1222000000.0,266000000.0,,,,,0.0,,737000000.0,366000000.0,0.0,10385000000.0,1605000000.0,,,,,,,,,,3509000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,24800000000.0,38600000000.0,6116000000.0,7597000000.0,9963000000.0,23856000000.0,12130000000.0,9963000000.0,634000000.0,16893000000.0,22857000000.0,16893000000.0,16893000000.0,19000000.0,19000000.0,18908000000.0,3000000.0,3000000.0,11898000000.0,7973000000.0,135000000.0,836000000.0,404000000.0,163000000.0,241000000.0,6598000000.0,634000000.0,5964000000.0,3925000000.0,510000000.0,288000000.0,288000000.0,999000000.0,999000000.0,,2128000000.0,1149000000.0,61000000.0,,1149000000.0,28791000000.0,12736000000.0,203000000.0,144000000.0,,6930000000.0,2737000000.0,4193000000.0,2856000000.0,-1408000000.0,4264000000.0,385000000.0,707000000.0,1985000000.0,796000000.0,218000000.0,0.0,16055000000.0,239000000.0,,1826000000.0,737000000.0,457000000.0,632000000.0,2429000000.0,2429000000.0,-21000000.0,2450000000.0,11561000000.0,10714000000.0,847000000.0,,,NVDA,13800000000.0,121000000.0,999000000.0,,806000000.0,806000000.0,144000000.0,,,,,0.0,,558000000.0,239000000.0,10756000000.0,8719000000.0,979000000.0,,,,,,33000000.0,,74000000.0,,1797000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293000000.0,,,,,,,,,,,,,,,-11000000.0,1668000000.0,,,,,,NVDA,13700576960.0,,,,,,,,,,,,,,157000000.0,9814000000.0,,,,,,,,22000000.0,,20000000.0,54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,4228000000.0,4228000000.0,42199000000.0,49278000000.0,73410000000.0,154868000000.0,15216000000.0,73410000000.0,,105590000000.0,152568000000.0,109965000000.0,105590000000.0,-215000000.0,-215000000.0,69156000000.0,36649000000.0,36649000000.0,81607000000.0,53554000000.0,6576000000.0,,,,,46978000000.0,,46978000000.0,28053000000.0,-12000000.0,2900000000.0,,2300000000.0,2300000000.0,3655000000.0,19210000000.0,9685000000.0,1107000000.0,1107000000.0,8578000000.0,191572000000.0,148303000000.0,13647000000.0,5829000000.0,5000000.0,32180000000.0,4589000000.0,27591000000.0,96647000000.0,-98010000000.0,194657000000.0,,,100033000000.0,,,51182000000.0,43269000000.0,3706000000.0,,11127000000.0,3758000000.0,6203000000.0,1166000000.0,3402000000.0,3402000000.0,,,25034000000.0,17955000000.0,7079000000.0,,,INTC,0.0,,2300000000.0,,,,,5824000000.0,5824000000.0,,4375000000.0,0.0,,43442000000.0,,,,9525000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,4137000000.0,4137000000.0,30863000000.0,42007000000.0,67814000000.0,143430000000.0,18252000000.0,67814000000.0,,101423000000.0,139107000000.0,103286000000.0,101423000000.0,-562000000.0,-562000000.0,70405000000.0,31580000000.0,31580000000.0,78817000000.0,46662000000.0,8978000000.0,3796000000.0,202000000.0,,202000000.0,37684000000.0,,37684000000.0,32155000000.0,44000000.0,2400000000.0,,4323000000.0,4323000000.0,4084000000.0,21304000000.0,11846000000.0,2251000000.0,2251000000.0,9595000000.0,182103000000.0,131696000000.0,11315000000.0,5912000000.0,10000000.0,33609000000.0,6018000000.0,27591000000.0,80860000000.0,-93386000000.0,174246000000.0,,,92711000000.0,,,44808000000.0,50407000000.0,4712000000.0,,13224000000.0,4142000000.0,7565000000.0,1517000000.0,4133000000.0,4133000000.0,,,28338000000.0,17194000000.0,11144000000.0,,,INTC,,,423000000.0,3900000000.0,,,,5902000000.0,5902000000.0,,1863000000.0,0.0,,36727000000.0,,,,9458000000.0,,,10000000.0,,,,,,,,,,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,4070000000.0,4070000000.0,33283000000.0,38110000000.0,61158000000.0,133501000000.0,31096000000.0,61158000000.0,,95391000000.0,128901000000.0,95391000000.0,95391000000.0,-880000000.0,-880000000.0,68265000000.0,28006000000.0,28006000000.0,73015000000.0,45553000000.0,5071000000.0,4305000000.0,2667000000.0,185000000.0,2667000000.0,33510000000.0,,33510000000.0,27462000000.0,991000000.0,2800000000.0,,4600000000.0,4600000000.0,4535000000.0,14536000000.0,6823000000.0,1076000000.0,1076000000.0,5747000000.0,168406000000.0,109848000000.0,6072000000.0,6298000000.0,16000000.0,34233000000.0,7270000000.0,26963000000.0,63245000000.0,-85294000000.0,148539000000.0,,,86955000000.0,,,40039000000.0,58558000000.0,2130000000.0,,10776000000.0,2679000000.0,6656000000.0,1441000000.0,9457000000.0,9457000000.0,,,29253000000.0,24426000000.0,4827000000.0,,,INTC,,,4600000000.0,0.0,,,840000000.0,6282000000.0,6282000000.0,,0.0,0.0,,21545000000.0,,,,7713000000.0,,,16000000.0,,,,,,,,,,,6942000000.0,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,4062000000.0,4062000000.0,30536000000.0,36401000000.0,45041000000.0,117439000000.0,22495000000.0,45041000000.0,,81038000000.0,114935000000.0,81038000000.0,81038000000.0,-751000000.0,-751000000.0,56233000000.0,25556000000.0,25556000000.0,72053000000.0,47299000000.0,3614000000.0,4578000000.0,5210000000.0,1367000000.0,3843000000.0,33897000000.0,,33897000000.0,24754000000.0,2000000000.0,2500000000.0,,2504000000.0,2504000000.0,3999000000.0,13751000000.0,5581000000.0,,,5581000000.0,153091000000.0,105842000000.0,5917000000.0,7344000000.0,18000000.0,35997000000.0,9026000000.0,26971000000.0,56584000000.0,-77645000000.0,134229000000.0,,,79384000000.0,,,37536000000.0,47249000000.0,2745000000.0,,8427000000.0,1826000000.0,5693000000.0,908000000.0,6782000000.0,6782000000.0,,,23895000000.0,18030000000.0,5865000000.0,,,INTC,,,2504000000.0,,1232000000.0,1232000000.0,2192000000.0,5134000000.0,5134000000.0,,,0.0,,17309000000.0,,,,8170000000.0,,,,,,,,,,1502000000.0,0.0,1550000000.0,5152000000.0,5400000000.0,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,1616000000.0,1663000000.0,,3003000000.0,10267000000.0,58360000000.0,10079000000.0,10267000000.0,535000000.0,55892000000.0,57609000000.0,55892000000.0,55892000000.0,-10000000.0,-10000000.0,723000000.0,17000000.0,17000000.0,11993000000.0,5304000000.0,1850000000.0,,1202000000.0,,1202000000.0,2252000000.0,535000000.0,1717000000.0,6689000000.0,438000000.0,544000000.0,544000000.0,751000000.0,751000000.0,884000000.0,4616000000.0,2418000000.0,,,2055000000.0,67885000000.0,51117000000.0,2805000000.0,99000000.0,99000000.0,45625000000.0,21363000000.0,24262000000.0,2222000000.0,-1787000000.0,4009000000.0,,2979000000.0,,,,821000000.0,16768000000.0,1259000000.0,,4351000000.0,812000000.0,3260000000.0,279000000.0,5385000000.0,5376000000.0,,,5773000000.0,1840000000.0,3933000000.0,,,AMD,47000000.0,,751000000.0,,366000000.0,366000000.0,,,,,,,,209000000.0,,4514000000.0,59676000000.0,2198000000.0,,,,,,,,,,,,,,,363000000.0,9000000.0,,,,,,,,,,,,,,,,,,,,,
2022-12-31,1612000000.0,1645000000.0,,2863000000.0,6455000000.0,57217000000.0,8650000000.0,6455000000.0,396000000.0,54750000000.0,57217000000.0,54750000000.0,54750000000.0,-41000000.0,-41000000.0,-131000000.0,16000000.0,16000000.0,12830000000.0,6461000000.0,1664000000.0,,1934000000.0,,1934000000.0,2863000000.0,396000000.0,2467000000.0,6369000000.0,336000000.0,859000000.0,859000000.0,,,701000000.0,5332000000.0,2956000000.0,,,2493000000.0,67580000000.0,52561000000.0,2152000000.0,83000000.0,83000000.0,48295000000.0,24118000000.0,24177000000.0,1973000000.0,-1507000000.0,3480000000.0,,2623000000.0,2163000000.0,594000000.0,120000000.0,714000000.0,15019000000.0,1265000000.0,,3771000000.0,892000000.0,2648000000.0,231000000.0,4128000000.0,4126000000.0,,,5855000000.0,1020000000.0,4835000000.0,,,AMD,33000000.0,,,,58000000.0,58000000.0,,,,,,,,143000000.0,,3099000000.0,58005000000.0,2376000000.0,,,,,,,,,,1252000000.0,,,,,463000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,
2021-12-31,1207000000.0,1232000000.0,,661000000.0,6885000000.0,7810000000.0,4343000000.0,6885000000.0,348000000.0,7497000000.0,7498000000.0,7497000000.0,7497000000.0,-3000000.0,-3000000.0,-1451000000.0,12000000.0,12000000.0,4922000000.0,682000000.0,321000000.0,,12000000.0,,12000000.0,349000000.0,348000000.0,1000000.0,4240000000.0,98000000.0,314000000.0,314000000.0,312000000.0,312000000.0,705000000.0,3125000000.0,1406000000.0,,,1321000000.0,12419000000.0,3836000000.0,239000000.0,69000000.0,69000000.0,612000000.0,323000000.0,289000000.0,1069000000.0,-1134000000.0,2203000000.0,206000000.0,1901000000.0,1534000000.0,206000000.0,0.0,0.0,8583000000.0,312000000.0,,1955000000.0,197000000.0,1676000000.0,82000000.0,2708000000.0,2706000000.0,,,3608000000.0,1073000000.0,2535000000.0,,,AMD,25000000.0,,312000000.0,,931000000.0,931000000.0,,,,,,,,96000000.0,312000000.0,2130000000.0,11069000000.0,1719000000.0,,,,,,,,,,916000000.0,,,,,85000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,
2020-12-31,1211000000.0,1217000000.0,,531000000.0,5319000000.0,6167000000.0,3726000000.0,5319000000.0,201000000.0,5837000000.0,6167000000.0,5837000000.0,5837000000.0,17000000.0,17000000.0,-4605000000.0,12000000.0,12000000.0,3125000000.0,708000000.0,177000000.0,,,,,531000000.0,201000000.0,330000000.0,2417000000.0,75000000.0,,,,,513000000.0,1829000000.0,546000000.0,,,468000000.0,8962000000.0,2819000000.0,144000000.0,63000000.0,63000000.0,518000000.0,229000000.0,289000000.0,849000000.0,-912000000.0,1761000000.0,208000000.0,1417000000.0,1209000000.0,208000000.0,,0.0,6143000000.0,378000000.0,,1399000000.0,167000000.0,1139000000.0,93000000.0,2076000000.0,2066000000.0,,,2290000000.0,695000000.0,1595000000.0,,,AMD,6000000.0,,,,1245000000.0,1245000000.0,,,,,,,,136000000.0,378000000.0,131000000.0,10544000000.0,1283000000.0,,,,,,,,,,0.0,,,,,78000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,
2023-12-31,3185000000.0,3185000000.0,,9573000000.0,62019000000.0,67291000000.0,20868000000.0,62019000000.0,4916000000.0,62634000000.0,65316000000.0,63609000000.0,62634000000.0,-143000000.0,-143000000.0,27882000000.0,3000000.0,3000000.0,43009000000.0,14261000000.0,876000000.0,,3251000000.0,3251000000.0,,6528000000.0,3846000000.0,2682000000.0,28748000000.0,517000000.0,3740000000.0,3740000000.0,3045000000.0,1975000000.0,,19681000000.0,15635000000.0,1204000000.0,,14431000000.0,106618000000.0,57002000000.0,4531000000.0,,,615000000.0,362000000.0,253000000.0,45123000000.0,-15080000000.0,60203000000.0,3168000000.0,7327000000.0,27540000000.0,,9505000000.0,6859000000.0,49616000000.0,3388000000.0,,13626000000.0,5049000000.0,2016000000.0,5390000000.0,3508000000.0,3508000000.0,,,29094000000.0,12696000000.0,16398000000.0,495000000.0,15903000000.0,TSLA,0.0,1070000000.0,1975000000.0,,6733000000.0,6733000000.0,,,,,975000000.0,0.0,,5804000000.0,,,34892000000.0,4046000000.0,,1171000000.0,,,,,1765000000.0,,,,,,,,,,3606000000.0,3606000000.0,0.0,,,,,,,,,,,,,,,,,,
2022-12-31,3164000000.0,3164000000.0,,5748000000.0,44111000000.0,46749000000.0,14208000000.0,44111000000.0,3703000000.0,44704000000.0,45733000000.0,45898000000.0,44704000000.0,-361000000.0,-361000000.0,12885000000.0,3000000.0,3000000.0,36440000000.0,9731000000.0,686000000.0,,2804000000.0,2804000000.0,82000000.0,3761000000.0,2732000000.0,1029000000.0,26709000000.0,354000000.0,2810000000.0,2810000000.0,1987000000.0,1016000000.0,,20263000000.0,16490000000.0,1235000000.0,,15255000000.0,82338000000.0,41421000000.0,3865000000.0,,,593000000.0,399000000.0,194000000.0,36635000000.0,-11499000000.0,48134000000.0,2366000000.0,5142000000.0,21705000000.0,,7751000000.0,6889000000.0,40917000000.0,2941000000.0,,12839000000.0,3475000000.0,2385000000.0,6137000000.0,2952000000.0,2952000000.0,,,22185000000.0,5932000000.0,16253000000.0,2288000000.0,13965000000.0,TSLA,,971000000.0,1016000000.0,,328000000.0,328000000.0,,,,,1194000000.0,0.0,,4281000000.0,,,32177000000.0,3773000000.0,,842000000.0,,,,,1295000000.0,,,,,,,,,,2480000000.0,2480000000.0,0.0,,,,,,,,,,,,,,,,,,
2021-12-31,3099000000.0,3099000000.0,,8873000000.0,28472000000.0,35531000000.0,7395000000.0,28472000000.0,3531000000.0,30189000000.0,34443000000.0,31583000000.0,30189000000.0,54000000.0,54000000.0,329000000.0,3000000.0,3000000.0,30548000000.0,10843000000.0,320000000.0,,2076000000.0,2052000000.0,24000000.0,6916000000.0,2662000000.0,4254000000.0,19705000000.0,310000000.0,2372000000.0,2372000000.0,1957000000.0,1088000000.0,,14098000000.0,11147000000.0,1122000000.0,,10025000000.0,62131000000.0,35027000000.0,2138000000.0,,,1717000000.0,1517000000.0,200000000.0,31172000000.0,-8691000000.0,39863000000.0,1826000000.0,4204000000.0,16647000000.0,,4675000000.0,6913000000.0,27100000000.0,1723000000.0,,5757000000.0,1277000000.0,1089000000.0,2816000000.0,1913000000.0,1913000000.0,,,17707000000.0,131000000.0,17576000000.0,9548000000.0,8028000000.0,TSLA,,869000000.0,1088000000.0,,,,,,,,1394000000.0,0.0,,5598000000.0,1723000000.0,,29803000000.0,2951000000.0,,575000000.0,,,,,968000000.0,16000000.0,,,568000000.0,,,,,,1398000000.0,1531000000.0,,,,,,,,,,,,,,,,,,,
2020-12-31,2880000000.0,2880000000.0,,13279000000.0,21705000000.0,32496000000.0,12469000000.0,21705000000.0,3008000000.0,22225000000.0,30738000000.0,23679000000.0,22225000000.0,363000000.0,363000000.0,-5399000000.0,1000000.0,1000000.0,28469000000.0,14221000000.0,436000000.0,,1435000000.0,1284000000.0,151000000.0,10861000000.0,2348000000.0,8513000000.0,14248000000.0,264000000.0,2210000000.0,2210000000.0,2418000000.0,1758000000.0,,8460000000.0,6828000000.0,777000000.0,,6051000000.0,52148000000.0,25434000000.0,1536000000.0,,,520000000.0,313000000.0,207000000.0,23378000000.0,-6518000000.0,29896000000.0,1421000000.0,3369000000.0,12889000000.0,,3662000000.0,6861000000.0,26717000000.0,1346000000.0,,4101000000.0,1666000000.0,493000000.0,1508000000.0,1886000000.0,1886000000.0,,,19384000000.0,0.0,19384000000.0,,,TSLA,,660000000.0,1758000000.0,,,,,,,,1454000000.0,0.0,,1694000000.0,1346000000.0,,27260000000.0,1632000000.0,,434000000.0,,,,,896000000.0,77000000.0,,,604000000.0,,,,,,989000000.0,1489000000.0,,,,,,,,,,,,,,,,,,,
2023-12-31,12460000000.0,12460000000.0,,28504000000.0,254181000000.0,295249000000.0,89716000000.0,254181000000.0,16634000000.0,283379000000.0,295249000000.0,283379000000.0,283379000000.0,-4402000000.0,-4402000000.0,211247000000.0,76534000000.0,76534000000.0,119013000000.0,37199000000.0,1616000000.0,8474000000.0,1396000000.0,911000000.0,485000000.0,25713000000.0,13843000000.0,11870000000.0,81814000000.0,9525000000.0,4137000000.0,4137000000.0,2791000000.0,,15140000000.0,50221000000.0,10241000000.0,2748000000.0,2748000000.0,7493000000.0,402392000000.0,230862000000.0,10051000000.0,31008000000.0,,29198000000.0,,29198000000.0,148436000000.0,-67458000000.0,215894000000.0,11425000000.0,94685000000.0,472000000.0,,74083000000.0,0.0,171530000000.0,12650000000.0,,,,,,47964000000.0,47964000000.0,-771000000.0,48735000000.0,110916000000.0,86868000000.0,24048000000.0,,,GOOG,0.0,2791000000.0,,,12169000000.0,12169000000.0,,31008000000.0,31008000000.0,,,0.0,,35229000000.0,,,,39980000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,12849000000.0,12849000000.0,,29679000000.0,227184000000.0,269001000000.0,95495000000.0,227184000000.0,16822000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,-7603000000.0,-7603000000.0,195563000000.0,68184000000.0,68184000000.0,109120000000.0,39820000000.0,2247000000.0,9258000000.0,1113000000.0,599000000.0,514000000.0,27202000000.0,14345000000.0,12857000000.0,69300000000.0,9106000000.0,3908000000.0,3908000000.0,2477000000.0,,14028000000.0,39781000000.0,6760000000.0,1632000000.0,1632000000.0,5128000000.0,365264000000.0,200469000000.0,8707000000.0,30492000000.0,,28960000000.0,2084000000.0,28960000000.0,127049000000.0,-59042000000.0,186091000000.0,10575000000.0,80648000000.0,314000000.0,,66897000000.0,0.0,164795000000.0,10775000000.0,,2670000000.0,,,,40258000000.0,40258000000.0,-754000000.0,41012000000.0,113762000000.0,91883000000.0,21879000000.0,,,GOOG,,2477000000.0,,,5261000000.0,5261000000.0,,30492000000.0,30492000000.0,,,0.0,,27657000000.0,,,,33021000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,13242420000.0,13242420000.0,,28395000000.0,227262000000.0,264479000000.0,123889000000.0,227262000000.0,15551000000.0,251635000000.0,264479000000.0,251635000000.0,251635000000.0,-1623000000.0,-1623000000.0,191484000000.0,61774000000.0,61774000000.0,107633000000.0,43379000000.0,2205000000.0,9176000000.0,5792000000.0,535000000.0,5257000000.0,26206000000.0,13362000000.0,12844000000.0,64254000000.0,9799000000.0,3288000000.0,3288000000.0,2189000000.0,,13889000000.0,35089000000.0,6037000000.0,808000000.0,808000000.0,6037000000.0,359268000000.0,171125000000.0,5361000000.0,29549000000.0,,24373000000.0,1417000000.0,22956000000.0,110558000000.0,-49414000000.0,159972000000.0,9146000000.0,68565000000.0,208000000.0,,58881000000.0,0.0,188143000000.0,8020000000.0,,1170000000.0,,,,39304000000.0,39304000000.0,-550000000.0,39854000000.0,139649000000.0,118704000000.0,20945000000.0,,,GOOG,,2189000000.0,,,1284000000.0,1284000000.0,,29549000000.0,29549000000.0,,,0.0,,23172000000.0,,,,29052000000.0,,,,,,,,,397000000.0,,,,,,,,,,,966000000.0,,,,,,,,,,,,,,,,,
2020-12-31,13504440000.0,13504440000.0,,26772000000.0,199924000000.0,235376000000.0,117462000000.0,199924000000.0,13940000000.0,222544000000.0,235376000000.0,222544000000.0,222544000000.0,633000000.0,633000000.0,163401000000.0,58510000000.0,58510000000.0,97072000000.0,40238000000.0,2269000000.0,8849000000.0,4042000000.0,481000000.0,3561000000.0,25078000000.0,12246000000.0,12832000000.0,56834000000.0,10409000000.0,2543000000.0,2543000000.0,1694000000.0,,11086000000.0,31102000000.0,7828000000.0,1485000000.0,1485000000.0,5589000000.0,319616000000.0,145320000000.0,3953000000.0,20703000000.0,,22620000000.0,1445000000.0,21175000000.0,96960000000.0,-41713000000.0,138673000000.0,7516000000.0,58117000000.0,197000000.0,,49732000000.0,0.0,174296000000.0,5490000000.0,,728000000.0,,,,31384000000.0,30930000000.0,-789000000.0,31719000000.0,136694000000.0,110229000000.0,26465000000.0,,,GOOG,,1694000000.0,,,1084000000.0,1084000000.0,,20703000000.0,20703000000.0,,,0.0,,23111000000.0,,,,23274000000.0,,,,,,,,,754000000.0,,,,,,,,,,,454000000.0,,,,,,,,,,,,,,,,,
2023-12-31,2561000000.0,2561000000.0,,37234000000.0,131726000000.0,171553000000.0,53405000000.0,131726000000.0,18849000000.0,153168000000.0,171553000000.0,153168000000.0,153168000000.0,-2155000000.0,-2155000000.0,82070000000.0,0.0,0.0,76455000000.0,44495000000.0,1370000000.0,7514000000.0,,,,35611000000.0,17226000000.0,18385000000.0,31960000000.0,5506000000.0,,,1623000000.0,,6659000000.0,18172000000.0,9367000000.0,3655000000.0,,4849000000.0,229623000000.0,144258000000.0,6794000000.0,6141000000.0,,21442000000.0,788000000.0,20654000000.0,109881000000.0,-33134000000.0,143015000000.0,6972000000.0,71733000000.0,,37961000000.0,2080000000.0,0.0,85365000000.0,3793000000.0,,,,,,16169000000.0,16169000000.0,,,65403000000.0,23541000000.0,41862000000.0,35597000000.0,6265000000.0,META,0.0,1623000000.0,,,,,,6141000000.0,6141000000.0,,,,,24269000000.0,,,73253000000.0,8805000000.0,,,,,,,,,,,,,,,863000000.0,,,,,,,,,,,,,,,,,,,,,,
